doi_r,doi_o,url_r,url_o,ref_r,ref_o,abstract_r,year_r,year_o,type,outcome,outcome_quote,outcome_quote_source,source
10.1037/pspa0000261,10.1037/h0076284,,https://doi.org/10.1037/h0076284,"Oliver Genschow, Mareike Westfal, Jan Crusius, Léon Bartosch, Kyra Isabel Feikes, Nina Pallasch, Mirella Wozniak (2020) Does social psychology persist over half a century? A direct replication of Cialdini et al.’s (1975) classic door-in-the-face technique. Journal of Personality and Social Psychology.","Robert B. Cialdini, Joyce E. Vincent, Stephen K. Lewis, José Catalán, Diane Wheeler, Betty L. Darby (1975) Reciprocal concessions procedure for inducing compliance: The door-in-the-face technique. Journal of Personality and Social Psychology.","Many failed replications in social psychology have cast doubt on the validity of the field. Most of these replication attempts have focused on findings published from the 1990s on, ignoring a large body of older literature. As some scholars suggest that social psychological findings and theories are limited to a particular time, place, and population, we sought to test whether a classical social psychological finding that was published nearly half a century ago can be successfully replicated in another country on another continent. To this end, we directly replicated Cialdini et al.'s (1975) door-in-the-face (DITF) technique according to which people's likelihood to comply with a target request increases after having turned down a larger request. Thereby, we put the reciprocal concessions theory-the original process explanation of the DITF technique-to a critical test. Overall, compliance rates in our replication were similarly high as those Cialdini et al. (1975) found 45 years ago. That is, participants were more likely to comply with a target request after turning down an extreme request than participants who were exposed to the target request only or to a similarly small request before being exposed to the target request. These findings support the idea that reciprocity norms play a crucial role in DITF strategies. Moreover, the results suggest that at least some social psychological findings can transcend a particular time, place, and population. Further theoretical implications are discussed. (PsycInfo Database Record (c) 2021 APA, all rights reserved).",2020.0,1975,replication,success,"Overall, compliance rates in our replication were similarly high as those Cialdini et al. (1975) found 45 years ago.",abstract,openalex
10.1111/lang.12393,10.1017/s014271640808031x,,https://doi.org/10.1017/s014271640808031x,"YouJin Kim, Stephen Skalicky, YeonJoo Jung (2020) The Role of Linguistic Alignment on Question Development in Face‐to‐Face and Synchronous Computer‐Mediated Communication Contexts: A Conceptual Replication Study. Language Learning.",Kim · 2008,"Abstract To date, linguistic alignment studies in second language acquisition have mainly been conducted during face‐to‐face (FTF) interactions. In the current study, we examined and compared the effect of structural alignment on the development of English direct and indirect questions in FTF and synchronous computer‐mediated communication (SCMC) contexts. Additionally, we assessed participants’ working memory capacity and previous knowledge of the target structures. We assigned 50 Korean learners of English to either an FTF or SCMC modality. Over 3 weeks, they completed a pretest, two interactive alignment sessions, a working memory test, and immediate and delayed posttests. Results indicate that primed production of direct and indirect questions is significantly more likely than unprimed production. Moreover, we found an interaction with modality for primed production of direct questions but not for indirect questions. Findings suggest learning effects for direct questions only and that this effect is facilitated by the degree of alignment.",2020.0,2008,replication,mixed,"Results indicate that primed production of direct and indirect questions is significantly more likely than unprimed production. Moreover, we found an interaction with modality for primed production of direct questions but not for indirect questions.",abstract,openalex
10.7275/11867619,10.1257/aer.103.1.1,https://scholarworks.umass.edu/econ_workingpaper/242,https://doi.org/10.1257/aer.103.1.1,Raymond Caraher (2021) Genetic Diversity and Economic Development: Assessing the Key Findings in Ashraf and Galor (2013). Scholarworks (University of Massachusetts Amherst).,"Quamrul H. Ashraf, Oded Galor (2013) The “Out of Africa” Hypothesis, Human Genetic Diversity, and Comparative Economic Development. American Economic Review.",We replicate Ashraf and Galor (2013) and find that its conclusions concerning the association between human genetic diversity and economic development depend substantially on coding errors and sample selection. We correct the coding errors and add or update data on genetic diversity and population density from high-quality sources. We find little support for the hypothesis that variation in genetic diversity among subpopulations has a systematic relationship with economic development.,2021.0,2013,replication,failure,We find little support for the hypothesis that variation in genetic diversity among subpopulations has a systematic relationship with economic development.,,openalex
10.1007/s10683-008-9197-1,10.1016/s0165-1765(01)00394-9,,https://doi.org/10.1016/s0165-1765(01)00394-9,"Benedikt Herrmann, Christian Thöni (2008) Measuring conditional cooperation: a replication study in Russia. Experimental Economics.","Urs Fischbacher, Simon Gächter, Ernst Fehr (2001) Are people conditionally cooperative? Evidence from a public goods experiment. Economics Letters.","Abstract We replicate the strategy-method experiment by Fischbacher et al. (Econ. Lett. 71:397-404, 2001) developed to measure attitudes towards cooperation in a one-shot public goods game. We collected data from 160 students at four different universities across urban and rural Russia. Using the classification proposed by Fischbacher et al. (2001) we find that the distribution of types is very similar across the four locations. The share of conditional cooperators in our Russian subject pools is comparable to the one found by Fischbacher et al. in a Swiss subject pool. However, the distribution of the other types differs from the one found in Switzerland.",2008.0,2001,replication,mixed,"The share of conditional cooperators in our Russian subject pools is comparable to the one found by Fischbacher et al. in a Swiss subject pool. However, the distribution of the other types differs from the one found in Switzerland.",,openalex
10.31234/osf.io/8zarq,10.1016/j.concog.2012.01.016,https://doi.org/10.31234/osf.io/8zarq,https://doi.org/10.1016/j.concog.2012.01.016,"Zoltán Dienes, Gyorgy Moga (2021) Expressing unconscious general knowledge using Chevreul’s pendulum.","Hélène L. Gauchou, Ronald A. Rensink, Sidney Fels (2012) Expression of nonconscious knowledge via ideomotor actions. Consciousness and Cognition.","Can unconscious knowledge be elicited by ideomotor action when the knowledge fails to be elicited by verbal reports? Using a Ouija board, Gauchou et al. (2012), found ideomotor action produced substantial accuracy for general knowledge questions previously rated as pure “guesses”, and for which later verbal reports produced accuracy close to chance. We replicated the procedure substituting Chevreul’s pendulum rather than a Ouija board. We found that questions whose answer was previously rated as a guess, were answered equally well and at about chance levels by ideomotor action and verbal responses. Thus, one cannot presume that ideomotor action rather than verbal report will allow greater knowledge to be expressed in any particular context, including therefore the hypnotherapy one. An ideomotor action may elicit only conscious knowledge. Further research is recommended to clarify this important issue.",2021.0,2012,replication,failure,"We did not replicate Gauchou et al’s interaction between confidence and modality, nor their higher and substantial accuracy for the ideomotor response rather than verbal response for low confidence answers. We provide no evidence that ideomotor action can elicit knowledge unavailable to verbal report.",abstract,openalex
10.1080/09720510.2020.1848040,10.3233/jsa-160165,https://doi.org/10.1080/09720510.2020.1848040,https://doi.org/10.3233/jsa-160165,"Sean Pradhan, Ravi Chachad (2021) Re-ranking regular seasons in the National Basketball Association’s modern era : A replication and extension of Pradhan (2018). Journal of Statistics and Management Systems.",Sean Pradhan (2017) Ranking regular seasons in the NBA’s Modern Era using grey relational analysis. Journal of Sports Analytics.,"The present study serves as a replication and extension of previous work by Pradhan (2018), which effectively ranked the top-100 seasons in the National Basketball Association’s (NBA) Modern Era using grey relational analysis (GRA), with player efficiency rating (PER) as a reference point. The current investigation utilizes data from 1,843 unique players comprising 9,726 regular seasons in an attempt to both replicate the original study and provide other considerations for ranking the performance of professional basketball players. Regular season data using the identical performance criteria as Pradhan (2018) were examined using two forms of multi-criteria decision-making (MCDM) analysis: GRA and technique for order of preference by similarity to ideal solution (TOPSIS). Results from the current study offer a successful replication of Pradhan (2018), along with alternative considerations for ranking regular season performance in the NBA. Limitations of this work and directions for continued research in this realm are also discussed.",2021.0,2017,replication,success,"Results from the current study offer a successful replication of Pradhan (2018), along with alternative considerations for ranking regular season performance in the NBA.",,openalex
10.7916/d8f76r2r,10.1016/0010-0285(89)90003-0,https://tesol-dev.journals.cdrs.columbia.edu/wp-content/uploads/sites/12/2015/06/3.-Seol-2005.pdf,https://doi.org/10.1016/0010-0285(89)90003-0,Heekyung Seol (2005) The Critical Period in the Acquisition of L2 Syntax: A Partial Replication of Johnson and Newport (1989).,"Jacqueline S. Johnson, Elissa L. Newport (1989) Critical period effects in second language learning: The influence of maturational state on the acquisition of English as a second language. Cognitive Psychology.","The present study was conducted as an attempt to partially replicate the Johnson and Newport (1989) study (JN89). Given that JN89 yielded the most clear-cut evidence demonstrating the presence of the Critical Period (CP) in the domain of L2 syntax, it has been regarded as one of the landmark CP investigations. This study sought to ascertain whether the evidence provided in JN89 is replicable with a different population of 34 Korean native speakers of English. The results, although not in complete agreement with those of JN89, provide some modest support for the existence of the CP.",2005.0,1989.0,replication,mixed,"The results, although not in complete agreement with those of JN89, provide some modest support for the existence of the CP.",abstract,openalex
10.1007/s00426-026-02299-1,10.1007/bf01371820,https://doi.org/10.1007/s00426-026-02299-1,https://doi.org/10.1007/bf01371820,"Pamela Baess, Shabnamalsadat Ayatollahi, Christina Bermeitinger, Luisa Bogenschütz, Pia Fenske, Ryan P. M. Hackländer, Mohammad Hamzeloo, Gustavo Adolfo León Montoya (2026) Shifting and zooming through space … or not: The role of attention in spatial compatibility tasks - A replication of Stoffer (1991). Psychological Research.",Thomas H. Stoffer (1991) Attentional focussing and spatial stimulus-response compatibility. Psychological Research.,"The mechanism of spatial coding involved in the Simon effect remain debated, with two prominent theories - the attention-shifting account Stoffer, (Psychological Research, 53(2), 127-135, 1991) and the referential coding account Hommel, (Psychological Research, 55(3), 208-222, 1993b) - offering competing explanations why the irrelevant stimulus-location is coded. To date, neither account can fully explain all available empirical data. Most published studies rely on limited sample sizes, which constrains statistical power and leaves the field without conclusive evidence. This study directly replicated Stoffer's (Psychological Research, 53(2), 127-135, 1991) investigation into attentional subprocesses that generate the Simon effect. We manipulated target spatial position across two reference frames: a global frame based on target's screen side and a local frame defined by the relative position within each screen side, allowing us to test for both global and local Simon effects. Targets were presented inside precues, either a large box or two small boxes, which were presented simultaneously with or sequentially before the target. With an adequately-powered sample, our study revealed concurrent global and local Simon effects - a result different from Stoffer's original findings. Only the local Simon effect varied with precue type and simultaneous or sequential target presentation. These results clarify the conditions under which attentional shifting and referential coding mechanisms contribute to different Simon effects, demonstrating that when spatial target positions are defined by both global and local reference frames, these mechanisms shape the emergence of distinct Simon effects in different ways.",2026.0,1991.0,replication,failure,"With an adequately-powered sample, our study revealed concurrent global and local Simon effects - a result different from Stoffer's original findings.",abstract,openalex
10.31235/osf.io/zugae,10.1080/13811118.2021.1922110,https://doi.org/10.31235/osf.io/zugae,https://doi.org/10.1080/13811118.2021.1922110,Tyler Lane (2021) Associations between firearm and suicide rates: a replication of Kleck (2021).,Gary Kleck (2021) The Cross-national Association of Gun Ownership Rates and Suicide Rates: An Analysis of 194 Nations. Archives of Suicide Research.,"ObjectiveUsing data from n = 194 nation-states, Kleck (2021) found that firearm availability was only associated with firearm suicide rates, but not total or non-firearm suicides. He thus concluded that while firearm availability influences how people commit suicide, it does not affect total numbers. However, the study contains numerous logical and methodological issues and is at odds with the evidence base. Therefore, I attempt to reproduce the original results. MethodI reproduce the original study’s methods: ordinary least squares regression, weighted by the square root of the population, with log-transformed suicide rates and three separate firearm availability measures: global estimates from the Small Arms Survey, proportion of suicides committed with firearms, and an European Union survey of firearm ownership. I also test several methodological variations and include US suicide data. Results In contrast to Kleck, global analyses with Small Arms Survey data found a significant and positive association between firearm availability and total suicides, as did US analyses. Analyses with other firearm availability measures comported with the original study, finding no association.ConclusionThe main result in Kleck (2021) failed to reproduce, finding a significant association between firearm availability and suicide rates, as did US analyses. While reproductions of Kleck’s other analyses continued to show no association, they were based on unreliable methods. I therefore reject Kleck’s conclusion that that firearm availability does not influence suicide rates.",2021.0,2021.0,replication,failure,"The main result in Kleck (2021) failed to reproduce, finding a significant association between firearm availability and suicide rates, as did US analyses. While reproductions of Kleck’s other analyses continued to show no association, they were based on unreliable methods. I therefore reject Kleck’s conclusion that that firearm availability does not influence suicide rates.",abstract,openalex
10.1037/a0031138,10.3758/mc.37.1.65,,https://doi.org/10.3758/mc.37.1.65,"Anna J. Maslany, Jamie I. D. Campbell (2013) Failures to replicate hyper-retrieval-induced forgetting in arithmetic memory. Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale.","Jamie I. D. Campbell, Thomas L. Phenix (2008) Target strength and retrieval-induced forgetting in semantic recall. Memory & Cognition.","Campbell and Phenix (2009) observed retrieval-induced forgetting (slower response time) for simple addition facts (e.g., 3 + 4) immediately following 40 retrieval-practice blocks of their multiplication counterparts (3 × 4 = ?). A subsequent single retrieval of the previously unpracticed multiplication problems, however, produced an retrieval-induced forgetting (RIF) effect about twice as large for their addition counterparts. Thus, a single retrieval of a multiplication fact appeared to produce much larger RIF of the addition counterpart than did many multiplication retrieval-practice trials. In several subsequent similar studies, however, we failed to observe this hyper-RIF effect. Here, we attempted an exact replication of the Campbell and Phenix experiment, but found no evidence of hyper-RIF. We conclude that the hyper-RIF effect reported by Campbell and Phenix is an elusive phenomenon; consequently, it cannot at this time be considered an important result in the RIF literature.",2013.0,2008.0,replication,failure,"In several subsequent similar studies, however, we failed to observe this hyper-RIF effect. Here, we attempted an exact replication of the Campbell and Phenix experiment, but found no evidence of hyper-RIF. We conclude that the hyper-RIF effect reported by Campbell and Phenix is an elusive phenomenon; consequently, it cannot at this time be considered an important result in the RIF literature.",abstract,openalex
10.1177/0956797619875482,10.1177/0956797616677313,https://doi.org/10.31234/osf.io/5q4uh,https://doi.org/10.1177/0956797616677313,"Tom Heyman, Anne-Sofie Maerten, Hendrik Vankrunkelsven, Wouter Voorspoels, Pieter Moors (2019) Sound-Symbolism Effects in the Absence of Awareness: A Replication Study. Psychological Science.","Shao‐Min Hung, Suzy J Styles, Po‐Jang Hsieh (2017) Can a Word Sound Like a Shape Before You Have Seen It? Sound-Shape Mapping Prior to Conscious Awareness. Psychological Science.","People have been shown to link particular sounds with particular shapes. For instance, the round-sounding nonword bouba tends to be associated with curved shapes, whereas the sharp-sounding nonword kiki is deemed to be related to angular shapes. People’s tendency to associate sounds and shapes has been observed across different languages. In the present study, we reexamined the claim by Hung, Styles, and Hsieh (2017) that such sound–shape mappings can occur before an individual becomes aware of the visual stimuli. More precisely, we replicated their first experiment, in which congruent and incongruent stimuli (e.g., bouba presented in a round shape or an angular shape, respectively) were rendered invisible through continuous flash suppression. The results showed that congruent combinations, on average, broke suppression faster than incongruent combinations, thus providing converging evidence for Hung and colleagues’ assertions. Collectively, these findings now provide a solid basis from which to explore the boundary conditions of the effect.",2019.0,2017.0,replication,success,"The results showed that congruent combinations, on average, broke suppression faster than incongruent combinations, thus providing converging evidence for Hung and colleagues’ assertions.",abstract,openalex
10.1007/s12144-024-06067-5,10.1007/s10608-012-9509-9,https://doi.org/10.31234/osf.io/y7uxz,https://doi.org/10.1007/s10608-012-9509-9,"Jayne Morriss, Charlotte E. Lee, Antony Wood, Jin Zhang, Tina Seabrooke (2024) Attentional bias to uncertainty-based information: a conceptual replication of Fergus et al. (2013). Current Psychology.","Thomas A. Fergus, Joseph R. Bardeen, Kevin D. Wu (2012) Intolerance of Uncertainty and Uncertainty-Related Attentional Biases: Evidence of Facilitated Engagement or Disengagement Difficulty?. Cognitive Therapy and Research.","Attentional biases to negative information are often observed in emotional disorders such as anxiety and depression. Recently, Fergus et al. (Cognitive Therapy and Research 37:735-741, 2013) demonstrated that participants scoring high in Intolerance of Uncertainty (IU), a transdiagnostic risk factor for emotional disorders, were faster at identifying targets with uncertainty-based information (e.g., word stimuli such as ‘maybe’), relative to neutral information (e.g. word stimuli related to household items). Moreover, this effect was specific to IU over other anxious traits such as worry. This report aimed to conceptually replicate the results of Fergus et al. (Cognitive Therapy and Research 37:735-741, 2013). The current experiment was conducted with a student sample (n = 126). As in the original study, a visual search task with uncertainty-based and neutral information (e.g., word stimuli) was used. Reaction times were collected. IU and trait anxiety was measured via self-report. We partially replicated the results of Fergus et al. (Cognitive Therapy and Research 37:735-741, 2013). We found that higher IU was significantly associated with faster identification of uncertainty-based information, relative to neutral information. However, we also observed a similar pattern of results for trait anxiety. Additionally, we observed no specificity of IU or trait anxiety in predicting faster identification of uncertainty-based information, relative to neutral information. Despite the lack of specificity of IU or trait anxiety in predicting attentional bias to uncertainty-based information, these findings highlight that negative emotionality may be generally associated with attentional biases to uncertainty-based information in the absence of direct threat.",2023.0,2012.0,replication,mixed,"We partially replicated the results of Fergus et al. (Cognitive Therapy and Research 37:735-741, 2013).",abstract,openalex
10.1037/0022-0167.55.2.263,10.1037/0022-0167.51.2.178,,https://doi.org/10.1037/0022-0167.51.2.178,"Megan E. Brannan, Trent A. Petrie (2008) Moderators of the body dissatisfaction-eating disorder symptomatology relationship: Replication and extension. Journal of Counseling Psychology.",Tracy L. Tylka (2004) The Relation Between Body Dissatisfaction and Eating Disorder Symptomatology: An Analysis of Moderating Variables. Journal of Counseling Psychology.,"In this study, research conducted by T. L. Tylka (2004) was replicated and extended by examining perfectionism (self-oriented and socially prescribed), ego goal orientation, body surveillance, and neuroticism as moderators of the relationship between body dissatisfaction and bulimic and anorexic symptomatology among female undergraduates (N = 398). Hierarchical moderated regression was used to test the main and interactive effects of the models and to control for physical size and social desirability. As expected, body dissatisfaction was strongly related to the measures of disordered eating, accounting for 16% to 26% of the variance. Two variables (neuroticism and body surveillance) received support as moderators of the relationships between body dissatisfaction and bulimic and anorexic symptoms. Ego goal orientation and socially prescribed perfectionism moderated the effects of body dissatisfaction on bulimic symptoms, whereas self-oriented perfectionism served as a moderator only for anorexic symptoms. In all instances, higher levels of body dissatisfaction paired with higher levels of the moderator were associated with more disturbed eating.",2008.0,2004.0,replication,success,"As expected, body dissatisfaction was strongly related to the measures of disordered eating, accounting for 16% to 26% of the variance.",abstract,openalex
10.1016/j.jesp.2024.104619,10.1086/648381,10.31234/osf.io/gjxyh,https://doi.org/10.1086/648381,"Erik Løhre, Subramanya Prasad Chandrashekar, Lewend Mayiwar, Thorvald Hærem (2024) Uncertainty, expertise, and persuasion: A replication and extension of. Journal of Experimental Social Psychology.","Uma R. Karmarkar, Zakary L. Tormala (2009) Believe Me, I Have No Idea What I’m Talking About: The Effects of Source Certainty on Consumer Involvement and Persuasion. Journal of Consumer Research.","If you are trying to persuade someone, expressing your opinion with certainty intuitively seems like a good strategy to maximize your influence. However, Karmarkar and Tormala (2010) found that the effectiveness of this tactic depends on expertise. In three experiments, Karmarkar and Tormala found support for an incongruity hypothesis, whereby non-expert sources can gain interest and influence by expressing certainty, while expert sources can increase persuasion by expressing uncertainty. In this Registered Report, we conducted a high-powered (N = 1018) direct replication of Experiment 2 by Karmarkar and Tormala (2010). In a consumer behaviour context, the original study examined whether source expertise moderated the positive effect of source certainty on the persuasive impact of a restaurant recommendation. The present replication failed to find support for the incongruity hypothesis, ηp2 = 0.00 [0.00, 0.02]: expressing certainty had a positive but non-significant effect for non-experts, d = 0.10 [−0.10, 0.34], and a positive effect for experts, d = 0.28 [0.03, 0.52]. Instead, the results supported the competing confidence heuristic hypothesis that expressed certainty would have a positive effect on persuasion, irrespective of source expertise, d = 0.18 [0.01, 0.36]. Extending the original work, we (1) controlled for the reason given for (un)certainty, and (2) examined need for closure as a potential individual difference moderator. The results indicated robust support for the confidence heuristic d = 0.25, [0.12, 0.37], but neither reason for (un)certainty nor need for closure moderated the effect as hypothesized. All materials, data, and code are available on: https://osf.io/hbjyv/.",2024.0,2009.0,replication,failure,"The present replication failed to find support for the incongruity hypothesis, ηp2 = 0.00 [0.00, 0.02]: expressing certainty had a positive but non-significant effect for non-experts, d = 0.10 [−0.10, 0.34], and a positive effect for experts, d = 0.28 [0.03, 0.52].",abstract,openalex
10.1177/19485506241298340,10.1177/1948550609360261,,https://doi.org/10.1177/1948550609360261,"Timothy R. Levine, David M. Markowitz, Kim B. Serota, Miranda V. Brunn (2024) A Registered Conceptual Replication and Extension of Carter and Weber (2010): Generalized Trust, Lie Prevalence, and Deception Detection. Social Psychological and Personality Science.","Nancy L. Carter, J. Mark Weber (2010) Not Pollyannas. Social Psychological and Personality Science.","This paper provides a conceptual replication and extension of Carter and Weber investigating the effects of generalized trust on deception detection. Three alternative predictions were tested: trust lowers accuracy, trust increases accuracy, or trust facilitates accuracy for truths but inhibits lie detection. Compared to Carter and Weber, our experiment involved different stimulus materials, a much larger sample, and the inclusion of a lie prevalence measure. As anticipated, Carter and Weber’s finding were not replicated. Neither generalized trust nor lie prevalence predicted deception detection accuracy or truth bias. We speculate about why generalized trust appears to play little role in deception detection.",2024.0,2010.0,replication,failure,"As anticipated, Carter and Weber’s finding were not replicated. Neither generalized trust nor lie prevalence predicted deception detection accuracy or truth bias.",abstract,openalex
10.31234/osf.io/3fvyn,10.1093/poq/nfx042,,https://doi.org/10.1093/poq/nfx042,"Robert M. Ross, Neil Levy (2022) Expressive responding in support of Donald Trump: An extended replication of Schaffner and Luks (2018).","Brian Schaffner, Samantha Luks (2017) Misinformation or Expressive Responding?. Public Opinion Quarterly.","There is considerable debate about whether survey respondents regularly engage in “expressive responding” – professing to believe something that they do not sincerely believe to show support for their in-group or hostility to an out-group. Nonetheless, there is widespread agreement that one study provides compelling evidence for a consequential level of expressive responding in a particular context. In the immediate aftermath of Donald Trump’s 2017 presidential inauguration rally there was considerable controversy about whether this inauguration crowd was the largest ever. At this time, a study was conducted which found that Donald Trump voters were more likely than Hillary Clinton voters or non-voters to indicate that an unlabeled photo of Donald Trump’s 2017 presidential inauguration rally showed more people than an unlabeled photo of Barack Obama’s 2009 presidential inauguration rally, despite the latter photo clearly showing more people. However, this study was not pre-registered, suggesting that a replication is needed to establish the robustness of this important result. In the present study, we conducted an extended replication over two years after Donald Trump’s presidential inauguration rally. We found that despite this delay the original result replicated, albeit with a smaller magnitude. In addition, we extended the earlier study by testing several hypotheses about the characteristics of Republicans who selected the incorrect photo.",2022.0,2017.0,replication,success,"In the present study, we conducted an extended replication over two years after Donald Trump’s presidential inauguration rally. We found that despite this delay the original result replicated, albeit with a smaller magnitude.",abstract,openalex
10.1111/j.1744-6570.1997.tb00707.x,10.1037/0021-9010.81.2.161,,https://doi.org/10.1037/0021-9010.81.2.161,"Daniel P. Skarlicki, Gary P. Latham (1997) LEADERSHIP TRAINING IN ORGANIZATIONAL JUSTICE TO INCREASE CITIZENSHIP BEHAVIOR WITHIN A LABOR UNION: A REPLICATION. Personnel Psychology.","Daniel P. Skarlicki, Gary P. Latham (1996) Increasing citizenship behavior within a labor union: A test of organizational justice theory. Journal of Applied Psychology.","In a replication of a quasi‐experiment by Skarlicki and Latham (1996), we investigated the effect of training union leaders ( N = 25) in the administration of organizational justice principles on union members' ( N = 177) perceptions of their leaders' fairness and the members' subsequent citizenship behavior toward their union. Despite the fact that the union members were also shareholders of the company, the results were replicated. Union leader training increased members' perceptions of their leaders' fairness as well as union members' citizenship behavior directed both toward the union as an organization (OCBO) and fellow union members (OCBI). Organizational justice was found to partially mediate the effect of the training on OCBO, but not OCBI.",1997.0,1996.0,replication,success,"Despite the fact that the union members were also shareholders of the company, the results were replicated.",abstract,openalex
10.1080/10862967409547090,10.1080/10862967409547072,,https://doi.org/10.1080/10862967409547072,"George W. McConkie, Bonnie J. F. Meyer (1974) Investigation of Reading Strategies: II. A Replication of Payoff Condition Effects. Journal of Reading Behavior.","George W. McConkie, Keith Rayner (1974) Investigation of Reading Strategies: I. Manipulating Strategies through Payoff Conditions. Journal of Reading Behavior.","An earlier study by McConkie and Rayner (1974) was replicated in which reading strategies of college students were manipulated through the use of payoff conditions. The influence of four variables on reading speed and test performance was investigated: existence of a payoff structure, the form of the payoff structure, type of payoff, and presence or absence of feedback. Essential characteristics of the earlier study were replicated. The existence of a payoff structure had little effect by itself, but the form of the structure produced significant changes in reading rate. Feedback on performance appears critical in producing substantial reading strategy changes in readers.",1974.0,1974.0,replication,success,Essential characteristics of the earlier study were replicated.,abstract,openalex
10.1192/bjp.142.5.471,10.1192/bjp.139.6.553,,https://doi.org/10.1192/bjp.139.6.553,"Charles Shagass, Richard C. Josiassen, Richard A. Roemer, John J. Straumanis, Stephen Slepner (1983) Failure to Replicate Evoked Potential Observations Suggesting Corpus Callosum Dysfunction in Schizophrenia. The British Journal of Psychiatry.","Gareth H. Jones, Julian J. Miller (1981) Functional Tests of the Corpus Callosum in Schizophrenia. The British Journal of Psychiatry.","Somatosensory potentials (SEPs) evoked by vibrotactile finger stimulation have been reported to be the same in both hemispheres in schizophrenics, whereas they are asymmetrical in normals, with the contralateral hemisphere leading the ipsilateral (Jones and Miller, 1981). These findings were taken to indicate that the corpus callosum is nonfunctional in schizophrenics. To attempt replication of these results, vibrotactile SEPs of 6 schizophrenics and 6 normal controls were recorded with both bipolar and monopolar derivations. Asymmetrical bipolar SEPs were obtained in both schizophrenics and controls; previous observations of schizophrenic-control differences were not replicated. Acceptable evidence of ipsilateral early SEPs was not obtained; the test procedure seems inappropriate for measuring callosal conduction time.",1983.0,1981.0,replication,failure,"To attempt replication of these results, vibrotactile SEPs of 6 schizophrenics and 6 normal controls were recorded with both bipolar and monopolar derivations. Asymmetrical bipolar SEPs were obtained in both schizophrenics and controls; previous observations of schizophrenic-control differences were not replicated. Acceptable evidence of ipsilateral early SEPs was not obtained",abstract,openalex
10.1089/eco.2020.0012,10.1016/j.gloenvcha.2011.01.002,,https://doi.org/10.1016/j.gloenvcha.2011.01.002,"Matt N Williams, Bruce A Jaftha (2020) Perceptions of Powerlessness Are Negatively Associated with Taking Action on Climate Change: A Preregistered Replication. Ecopsychology.","Christopher Aitken, Ralph Chapman, John McClure (2011) Climate change, powerlessness and the commons dilemma: Assessing New Zealanders’ preparedness to act. Global Environmental Change.","Despite segments of skepticism, the majority of the general public in most countries believe that climate change is occurring and caused by human activities. Behavior changes by individuals can reduce greenhouse gas emissions to at least some extent, but a range of psychological and economic barriers can prevent individuals from taking action. A survey of New Zealanders by Aitken, Chapman, and McClure (2011) reported that belief in human influence on climate change and the risks of climate change were positively correlated with taking action on climate change. Conversely, perceptions of powerlessness and the commons dilemma were negatively correlated with taking action on climate change. Feeling powerless was associated with placing less importance on climate change as an influence on actions. Although the study by Aitken et al. has been influential, it was exploratory in nature, had a moderate sample size, was not preregistered, and has not previously been replicated. In this study, we report a preregistered replication with a sample of 352 Australians testing four hypotheses based on Aitken et al.'s findings (as summarized above). All four hypotheses were supported, reproducing Aitken et al.'s key findings.",2020.0,2011.0,replication,success,"All four hypotheses were supported, reproducing Aitken et al.'s key findings.",abstract,openalex
10.1111/pere.12304,10.1177/0146167215580775,,https://doi.org/10.1177/0146167215580775,"Kory Floyd, Nathan T. Woo (2020) Loneliness and social monitoring: A conceptual replication of Knowles et al. Personal Relationships.","Megan L. Knowles, Gale Lucas, Roy F. Baumeister, Wendi L. Gardner (2015) Choking Under Social Pressure. Personality and Social Psychology Bulletin.","Abstract Contrary to the claim that loneliness routinely impairs the decoding of social cues such as emotion displays, Knowles, Lucas, Baumeister, and Gardner (2015) proposed that lonely adults “choke under pressure,” experiencing impairments only when social monitoring is framed as diagnostic of general social skill. In four experiments, Knowles et al. showed that lonely individuals performed worse than nonlonely individuals at decoding social cues when the decoding task was framed as a test of social aptitude, but not when it was framed as a test of academic aptitude. The studies were small ( N 's ranging from 78 to 203), and all employed a convenience sample of mostly female undergraduate students, impairing both statistical power and external validity. In addition, the lack of a true control group precluded the studies from establishing whether loneliness inhibits social monitoring ability if no frame is offered. This study conceptually replicates the central hypothesis of Knowles et al. using a sample of adults that is substantially larger and more diverse demographically and geographically, and using a true control group in addition to the comparison group. Results revealed a significant main effect of loneliness on social monitoring ability but did not replicate the choking under pressure phenomenon.",2020.0,2015.0,replication,failure,"This study conceptually replicates the central hypothesis of Knowles et al. using a sample of adults that is substantially larger and more diverse demographically and geographically, and using a true control group in addition to the comparison group. Results revealed a significant main effect of loneliness on social monitoring ability but did not replicate the choking under pressure phenomenon.",abstract,openalex
